;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Period;;;Minimum bid rate in the Eurosystem's main refinancing operations (1);Japan: uncollateralized overnight call rate (2);Sweden: repo rate;;United Kingdom: repo rate;;US fed funds target rate
;;1;2,50;0,10;2,00;;4,50;;5,00
;;;2,75;0,10;2,25;;4,50;;5,25
;May;31;2,50;0,10;2,00;;4,50;;5,00
;;30;2,50;0,10;2,00;;4,50;;5,00
;;29;2,50;0,10;2,00;;;;5,00
;;26;2,50;0,10;2,00;;4,50;;5,00
;;25;2,50;0,10;;;4,50;;5,00
;;24;2,50;0,10;2,00;;4,50;;5,00
;;23;2,50;0,10;2,00;;4,50;;5,00
;;22;2,50;0,10;2,00;;4,50;;5,00
;;19;2,50;0,10;2,00;;4,50;;5,00
;;18;2,50;0,10;2,00;;4,50;;5,00
;;17;2,50;0,10;2,00;;4,50;;5,00
;;16;2,50;0,10;2,00;;4,50;;5,00
;;15;2,50;0,10;2,00;;4,50;;5,00
;;12;2,50;0,10;2,00;;4,50;;5,00
;;11;2,50;0,10;2,00;;4,50;;5,00
;;10;2,50;0,10;2,00;;4,50;;5,00
;;9;2,50;0,10;2,00;;4,50;;4,75
;;8;2,50;0,10;2,00;;4,50;;4,75
;;5;2,50;;2,00;;4,50;;4,75
;;4;2,50;;2,00;;4,50;;4,75
;;3;2,50;;2,00;;4,50;;4,75
;;2;2,50;0,10;2,00;;4,50;;4,75
;;1;;0,10;;;;;4,75
;;;2,50;0,10;2,00;;4,50;;5,00
;Apr;28;2,50;0,10;2,00;;4,50;;4,75
;;27;2,50;0,10;2,00;;4,50;;4,75
;;26;2,50;0,10;2,00;;4,50;;4,75
;;25;2,50;0,10;2,00;;4,50;;4,75
;;24;2,50;0,10;2,00;;4,50;;4,75
;;21;2,50;0,10;2,00;;4,50;;4,75
;;20;2,50;0,10;2,00;;4,50;;4,75
;;19;2,50;0,10;2,00;;4,50;;4,75
;;18;2,50;0,10;2,00;;4,50;;4,75
;;17;;0,10;;;;;4,75
;;14;;0,10;;;4,50;;4,75
;;13;2,50;0,10;2,00;;4,50;;4,75
;;12;2,50;0,10;2,00;;4,50;;4,75
;;11;2,50;0,10;2,00;;4,50;;4,75
;;10;2,50;0,10;2,00;;4,50;;4,75
;;7;2,50;0,10;2,00;;4,50;;4,75
;;6;2,50;0,10;2,00;;4,50;;4,75
;;5;2,50;0,10;2,00;;4,50;;4,75
;;4;2,50;0,10;2,00;;4,50;;4,75
;;3;2,50;0,10;2,00;;4,50;;4,75
;;;2,50;0,10;2,00;;4,50;;4,75
;Mar;31;2,50;0,10;2,00;;4,50;;4,75
;;30;2,50;0,10;2,00;;4,50;;4,75
;;29;2,50;0,10;2,00;;4,50;;4,75
;;28;2,50;0,10;2,00;;4,50;;4,75
;;27;2,50;0,10;2,00;;4,50;;4,50
;;24;2,50;0,10;2,00;;4,50;;4,50
;;23;2,50;0,10;2,00;;4,50;;4,50
;;22;2,50;0,10;2,00;;4,50;;4,50
;;21;2,50;;2,00;;4,50;;4,50
;;20;2,50;0,10;2,00;;4,50;;4,50
;;17;2,50;0,10;2,00;;4,50;;4,50
;;16;2,50;0,10;2,00;;4,50;;4,50
;;15;2,50;0,10;2,00;;4,50;;4,50
;;14;2,50;0,10;2,00;;4,50;;4,50
;;13;2,50;0,10;2,00;;4,50;;4,50
;;10;2,50;0,10;2,00;;4,50;;4,50
;;9;2,50;0,10;2,00;;4,50;;4,50
;;8;2,50;0,10;2,00;;4,50;;4,50
;;7;2,25;0,10;2,00;;4,50;;4,50
;;6;2,25;0,10;2,00;;4,50;;4,50
;;3;2,25;0,10;2,00;;4,50;;4,50
;;2;2,25;0,10;2,00;;4,50;;4,50
;;1;2,25;0,10;2,00;;4,50;;4,50
;;;2,50;0,10;2,00;;4,50;;4,75
;Feb;28;2,25;0,10;2,00;;4,50;;4,50
;;27;2,25;0,10;1,75;;4,50;;4,50
;;24;2,25;0,10;1,75;;4,50;;4,50
;;23;2,25;0,10;1,75;;4,50;;4,50
;;22;2,25;0,10;1,75;;4,50;;4,50
;;21;2,25;0,10;1,75;;4,50;;4,50
;;20;2,25;0,10;1,75;;4,50;;4,50
;;17;2,25;0,10;1,75;;4,50;;4,50
;;16;2,25;0,10;1,75;;4,50;;4,50
;;15;2,25;0,10;1,75;;4,50;;4,50
;;14;2,25;0,10;1,75;;4,50;;4,50
;;13;2,25;0,10;1,75;;4,50;;4,50
;;10;2,25;0,10;1,75;;4,50;;4,50
;;9;2,25;0,10;1,75;;4,50;;4,50
;;8;2,25;0,10;1,75;;4,50;;4,50
;;7;2,25;0,10;1,75;;4,50;;4,50
;;6;2,25;0,10;1,75;;4,50;;4,50
;;3;2,25;0,10;1,75;;4,50;;4,50
;;2;2,25;0,10;1,75;;4,50;;4,50
;;1;2,25;0,10;1,75;;4,50;;4,50
;;;2,25;0,10;2,00;;4,50;;4,50
;Jan;31;2,25;0,10;1,75;;4,50;;4,50
;;30;2,25;0,10;1,75;;4,50;;4,25
;;27;2,25;0,10;1,75;;4,50;;4,25
;;26;2,25;0,10;1,75;;4,50;;4,25
;;25;2,25;0,10;1,75;;4,50;;4,25
;;24;2,25;0,10;1,50;;4,50;;4,25
;;23;2,25;0,10;1,50;;4,50;;4,25
;;20;2,25;0,10;1,50;;4,50;;4,25
;;19;2,25;0,10;1,50;;4,50;;4,25
;;18;2,25;0,10;1,50;;4,50;;4,25
;;17;2,25;0,10;1,50;;4,50;;4,25
;;16;2,25;0,10;1,50;;4,50;;4,25
;;13;2,25;0,10;1,50;;4,50;;4,25
;;12;2,25;0,10;1,50;;4,50;;4,25
;;11;2,25;0,10;1,50;;4,50;;4,25
;;10;2,25;0,10;1,50;;4,50;;4,25
;;9;2,25;;1,50;;4,50;;4,25
;;6;2,25;0,10;1,50;;4,50;;4,25
;;5;2,25;0,10;1,50;;4,50;;4,25
;;4;2,25;0,10;1,50;;4,50;;4,25
;;3;2,25;;1,50;;4,50;;4,25
;;2;2,25;;;;;;
;;;2,25;0,10;1,75;;4,50;;4,50
2005;Dec;30;2,25;0,10;;;4,50;;4,25
;;29;2,25;0,10;;;4,50;;4,25
;;28;2,25;0,10;1,50;;4,50;;4,25
;;27;2,25;0,10;;;;;4,25
;;26;;0,10;;;;;
;;23;2,25;;1,50;;4,50;;4,25
;;22;2,25;0,10;1,50;;4,50;;4,25
;;21;2,25;0,10;1,50;;4,50;;4,25
;;20;2,25;0,10;1,50;;4,50;;4,25
;;19;2,25;0,10;1,50;;4,50;;4,25
;;16;2,25;0,10;1,50;;4,50;;4,25
;;15;2,25;0,10;1,50;;4,50;;4,25
;;14;2,25;0,10;1,50;;4,50;;4,25
;;13;2,25;0,10;1,50;;4,50;;4,25
;;12;2,25;0,10;1,50;;4,50;;4,00
;;9;2,25;0,10;1,50;;4,50;;4,00
;;8;2,25;0,10;1,50;;4,50;;4,00
;;7;2,25;0,10;;;4,50;;4,00
;;6;2,25;0,10;1,50;;4,50;;4,00
;;5;2,00;0,10;1,50;;4,50;;4,00
;;2;2,00;0,10;;;4,50;;4,00
;;1;2,00;0,10;1,50;;4,50;;4,00
;;;2,25;0,10;1,50;;4,50;;4,25
;Nov;30;2,00;0,10;1,50;;4,50;;4,00
;;29;2,00;0,10;1,50;;4,50;;4,00
;;28;2,00;0,10;1,50;;4,50;;4,00
;;25;2,00;0,10;1,50;;4,50;;4,00
;;24;2,00;0,10;1,50;;4,50;;4,00
;;23;2,00;;1,50;;4,50;;4,00
;;22;2,00;0,10;1,50;;4,50;;4,00
;;21;2,00;0,10;1,50;;4,50;;4,00
;;18;2,00;0,10;1,50;;4,50;;4,00
;;17;2,00;0,10;1,50;;4,50;;4,00
;;16;2,00;0,10;1,50;;4,50;;4,00
;;15;2,00;0,10;1,50;;4,50;;4,00
;;14;2,00;0,10;1,50;;4,50;;4,00
;;11;2,00;0,10;1,50;;4,50;;4,00
;;10;2,00;0,10;1,50;;4,50;;4,00
;;9;2,00;0,10;1,50;;4,50;;4,00
;;8;2,00;0,10;1,50;;4,50;;4,00
;;7;2,00;0,10;1,50;;4,50;;4,00
;;4;2,00;0,10;1,50;;4,50;;4,00
;;3;2,00;;1,50;;4,50;;4,00
;;2;2,00;0,10;1,50;;4,50;;4,00
;;1;2,00;0,10;1,50;;4,50;;4,00
;;;2,00;0,10;1,50;;4,50;;4,00
;Oct;31;2,00;0,10;1,50;;4,50;;3,75
;;28;2,00;0,10;1,50;;4,50;;3,75
;;27;2,00;0,10;1,50;;4,50;;3,75
;;26;2,00;0,10;1,50;;4,50;;3,75
;;25;2,00;0,10;1,50;;4,50;;3,75
;;24;2,00;0,10;1,50;;4,50;;3,75
;;21;2,00;0,10;1,50;;4,50;;3,75
;;20;2,00;0,10;1,50;;4,50;;3,75
;;19;2,00;0,10;1,50;;4,50;;3,75
;;18;2,00;0,10;1,50;;4,50;;3,75
;;17;2,00;0,10;1,50;;4,50;;3,75
;;14;2,00;0,10;1,50;;4,50;;3,75
;;13;2,00;0,10;1,50;;4,50;;3,75
;;12;2,00;0,10;1,50;;4,50;;3,75
;;11;2,00;0,10;1,50;;4,50;;3,75
;;10;2,00;;1,50;;4,50;;3,75
;;7;2,00;0,10;1,50;;4,50;;3,75
;;6;2,00;0,10;1,50;;4,50;;3,75
;;5;2,00;0,10;1,50;;4,50;;3,75
;;4;2,00;0,10;1,50;;4,50;;3,75
;;3;2,00;0,10;1,50;;4,50;;3,75
;;;2,00;0,10;1,50;;4,50;;3,75
;Sep;30;2,00;0,10;1,50;;4,50;;3,75
;;29;2,00;0,10;1,50;;4,50;;3,75
;;28;2,00;0,10;1,50;;4,50;;3,75
;;27;2,00;0,10;1,50;;4,50;;3,75
;;26;2,00;0,10;1,50;;4,50;;3,75
;;23;2,00;;1,50;;4,50;;3,75
;;22;2,00;0,10;1,50;;4,50;;3,75
;;21;2,00;0,10;1,50;;4,50;;3,75
;;20;2,00;0,10;1,50;;4,50;;3,75
;;19;2,00;;1,50;;4,50;;3,50
;;16;2,00;0,10;;;4,50;;3,50
;;15;2,00;0,10;1,50;;4,50;;3,50
;;14;2,00;0,10;1,50;;4,50;;3,50
;;13;2,00;0,10;1,50;;4,50;;3,50
;;12;2,00;0,10;1,50;;4,50;;3,50
;;9;2,00;0,10;1,50;;4,50;;3,50
;;8;2,00;0,10;1,50;;4,50;;3,50
;;7;2,00;0,10;1,50;;4,50;;3,50
;;6;2,00;0,10;1,50;;4,50;;3,50
;;5;2,00;0,10;1,50;;4,50;;3,50
;;2;2,00;0,10;1,50;;4,50;;3,50
;;1;2,00;0,10;1,50;;4,50;;3,50
;;;2,00;0,10;1,50;;4,50;;3,75
;Aug;31;2,00;0,10;1,50;;4,50;;3,50
;;30;2,00;0,10;1,50;;4,50;;3,50
;;29;2,00;0,10;1,50;;4,50;;3,50
;;26;2,00;0,10;1,50;;4,50;;3,50
;;25;2,00;0,10;1,50;;4,50;;3,50
;;24;2,00;0,10;1,50;;4,50;;3,50
;;23;2,00;0,10;;;4,50;;3,50
;;22;2,00;0,10;1,50;;4,50;;3,50
;;19;2,00;0,10;1,50;;4,50;;3,50
;;18;2,00;0,10;1,50;;4,50;;3,50
;;17;2,00;0,10;1,50;;4,50;;3,50
;;16;2,00;0,10;1,50;;4,50;;3,50
;;15;2,00;0,10;1,50;;4,50;;3,50
;;12;2,00;0,10;1,50;;4,50;;3,50
;;11;2,00;0,10;1,50;;4,50;;3,50
;;10;2,00;0,10;1,50;;4,50;;3,50
;;9;2,00;0,10;1,50;;4,50;;3,50
;;8;2,00;0,10;1,50;;4,50;;3,25
;;5;2,00;0,10;1,50;;4,50;;3,25
;;4;2,00;0,10;1,50;;4,50;;3,25
;;3;2,00;0,10;1,50;;4,75;;3,25
;;2;2,00;0,10;1,50;;4,75;;3,25
;;1;2,00;0,10;1,50;;4,75;;3,25
;;;2,00;0,10;1,50;;4,50;;3,50
;Jul;29;2,00;0,10;1,50;;4,75;;3,25
;;28;2,00;0,10;1,50;;4,75;;3,25
;;27;2,00;0,10;1,50;;4,75;;3,25
;;26;2,00;0,10;1,50;;4,75;;3,25
;;25;2,00;0,10;1,50;;4,75;;3,25
;;22;2,00;0,10;1,50;;4,75;;3,25
;;21;2,00;0,10;1,50;;4,75;;3,25
;;20;2,00;0,10;1,50;;4,75;;3,25
;;19;2,00;0,10;1,50;;4,75;;3,25
;;18;2,00;;1,50;;4,75;;3,25
;;15;2,00;0,10;1,50;;4,75;;3,25
;;14;2,00;0,10;1,50;;4,75;;3,25
;;13;2,00;0,10;1,50;;4,75;;3,25
;;12;2,00;0,10;1,50;;4,75;;3,25
;;11;2,00;0,10;1,50;;4,75;;3,25
;;8;2,00;0,10;1,50;;4,75;;3,25
;;7;2,00;0,10;1,50;;4,75;;3,25
;;6;2,00;0,10;1,50;;4,75;;3,25
;;5;2,00;0,10;1,50;;4,75;;3,25
;;4;2,00;0,10;1,50;;4,75;;3,25
;;1;2,00;0,10;1,50;;4,75;;3,25
;;;2,00;0,10;1,50;;4,75;;3,25
;Jun;30;2,00;0,10;1,50;;4,75;;3,25
;;29;2,00;0,10;1,50;;4,75;;3,00
;;28;2,00;0,10;1,50;;4,75;;3,00
;;27;2,00;0,10;1,50;;4,75;;3,00
;;24;2,00;0,10;1,50;;4,75;;3,00
;;23;2,00;0,10;1,50;;4,75;;3,00
;;22;2,00;0,10;1,50;;4,75;;3,00
;;21;2,00;0,10;;;4,75;;3,00
;;20;2,00;0,10;2,00;;4,75;;3,00
;;17;2,00;0,10;2,00;;4,75;;3,00
;;16;2,00;0,10;2,00;;4,75;;3,00
;;15;2,00;0,10;2,00;;4,75;;3,00
;;14;2,00;0,10;2,00;;4,75;;3,00
;;13;2,00;0,10;2,00;;4,75;;3,00
;;10;2,00;0,10;2,00;;4,75;;3,00
;;9;2,00;0,10;2,00;;4,75;;3,00
;;8;2,00;0,10;2,00;;4,75;;3,00
;;7;2,00;0,10;2,00;;4,75;;3,00
;;6;2,00;0,10;;;4,75;;3,00
;;3;2,00;0,10;2,00;;4,75;;3,00
;;2;2,00;0,10;2,00;;4,75;;3,00
;;1;2,00;0,10;2,00;;4,75;;3,00
;;;2,00;0,10;1,50;;4,75;;3,25
;May;31;2,00;0,10;2,00;;4,75;;3,00
;;30;2,00;0,10;2,00;;4,75;;3,00
;;27;2,00;0,10;2,00;;4,75;;3,00
;;26;2,00;0,10;2,00;;4,75;;3,00
;;25;2,00;0,10;;;4,75;;3,00
;;24;2,00;0,10;2,00;;4,75;;3,00
;;23;2,00;0,10;2,00;;4,75;;3,00
;;20;2,00;0,10;2,00;;4,75;;3,00
;;19;2,00;0,10;2,00;;4,75;;3,00
;;18;2,00;0,10;2,00;;4,75;;3,00
;;17;2,00;0,10;2,00;;4,75;;3,00
;;16;2,00;0,10;2,00;;4,75;;3,00
;;13;2,00;0,10;2,00;;4,75;;3,00
;;12;2,00;0,10;2,00;;4,75;;3,00
;;11;2,00;0,10;2,00;;4,75;;3,00
;;10;2,00;0,10;2,00;;4,75;;3,00
;;9;2,00;0,10;2,00;;4,75;;3,00
;;6;2,00;0,10;2,00;;4,75;;3,00
;;5;2,00;;;;4,75;;3,00
;;4;2,00;;2,00;;4,75;;3,00
;;3;2,00;;2,00;;4,75;;3,00
;;2;2,00;0,10;2,00;;;;2,75
;;;2,00;0,10;2,00;;4,75;;3,00
;Apr;29;2,00;;2,00;;4,75;;2,75
;;28;2,00;0,10;2,00;;4,75;;2,75
;;27;2,00;0,10;2,00;;4,75;;2,75
;;26;2,00;0,10;2,00;;4,75;;2,75
;;25;2,00;0,10;2,00;;4,75;;2,75
;;22;2,00;0,10;2,00;;4,75;;2,75
;;21;2,00;0,10;2,00;;4,75;;2,75
;;20;2,00;0,10;2,00;;4,75;;2,75
;;19;2,00;0,10;2,00;;4,75;;2,75
;;18;2,00;0,10;2,00;;4,75;;2,75
;;15;2,00;0,10;2,00;;4,75;;2,75
;;14;2,00;0,10;2,00;;4,75;;2,75
;;13;2,00;0,10;2,00;;4,75;;2,75
;;12;2,00;0,10;2,00;;4,75;;2,75
;;11;2,00;0,10;2,00;;4,75;;2,75
;;8;2,00;0,10;2,00;;4,75;;2,75
;;7;2,00;0,10;2,00;;4,75;;2,75
;;6;2,00;0,10;2,00;;4,75;;2,75
;;5;2,00;0,10;2,00;;4,75;;2,75
;;4;2,00;0,10;2,00;;4,75;;2,75
;;1;2,00;0,10;2,00;;4,75;;2,75
;;;2,00;0,10;2,00;;4,75;;2,75
;Mar;31;2,00;0,10;2,00;;4,75;;2,75
;;30;2,00;0,10;2,00;;4,75;;2,75
;;29;2,00;0,10;2,00;;4,75;;2,75
;;28;;0,10;;;;;2,75
;;25;;0,10;;;;;2,75
;;24;2,00;0,10;2,00;;4,75;;2,75
;;23;2,00;0,10;2,00;;4,75;;2,75
;;22;2,00;0,10;2,00;;4,75;;2,75
;;21;2,00;;2,00;;4,75;;2,50
;;18;2,00;0,10;2,00;;4,75;;2,50
;;17;2,00;0,10;2,00;;4,75;;2,50
;;16;2,00;0,10;2,00;;4,75;;2,50
;;15;2,00;0,10;2,00;;4,75;;2,50
;;14;2,00;0,10;2,00;;4,75;;2,50
;;11;2,00;0,10;2,00;;4,75;;2,50
;;10;2,00;0,10;2,00;;4,75;;2,50
;;9;2,00;0,10;2,00;;4,75;;2,50
;;8;2,00;0,10;2,00;;4,75;;2,50
;;7;2,00;0,10;2,00;;4,75;;2,50
;;4;2,00;0,10;2,00;;4,75;;2,50
;;3;2,00;0,10;2,00;;4,75;;2,50
;;2;2,00;0,10;2,00;;4,75;;2,50
;;1;2,00;0,10;2,00;;4,75;;2,50
;;;2,00;0,10;2,00;;4,75;;2,75
;Feb;28;2,00;0,10;2,00;;4,75;;2,50
;;25;2,00;0,10;2,00;;4,75;;2,50
;;24;2,00;0,10;2,00;;4,75;;2,50
;;23;2,00;0,10;2,00;;4,75;;2,50
;;22;2,00;0,10;2,00;;4,75;;2,50
;;21;2,00;0,10;2,00;;4,75;;2,50
;;18;2,00;0,10;2,00;;4,75;;2,50
;;17;2,00;0,10;2,00;;4,75;;2,50
;;16;2,00;0,10;2,00;;4,75;;2,50
;;15;2,00;0,10;2,00;;4,75;;2,50
;;14;2,00;0,10;2,00;;4,75;;2,50
;;11;2,00;;2,00;;4,75;;2,50
;;10;2,00;0,10;2,00;;4,75;;2,50
;;9;2,00;0,10;2,00;;4,75;;2,50
;;8;2,00;0,10;2,00;;4,75;;2,50
;;7;2,00;0,10;2,00;;4,75;;2,50
;;4;2,00;0,10;2,00;;4,75;;2,50
;;3;2,00;0,10;2,00;;4,75;;2,50
;;2;2,00;0,10;2,00;;4,75;;2,50
;;1;2,00;0,10;2,00;;4,75;;2,25
;;;2,00;0,10;2,00;;4,75;;2,50
;Jan;31;2,00;0,10;2,00;;4,75;;2,25
;;28;2,00;0,10;2,00;;4,75;;2,25
;;27;2,00;0,10;2,00;;4,75;;2,25
;;26;2,00;0,10;2,00;;4,75;;2,25
;;25;2,00;0,10;2,00;;4,75;;2,25
;;24;2,00;0,10;2,00;;4,75;;2,25
;;21;2,00;0,10;2,00;;4,75;;2,25
;;20;2,00;0,10;2,00;;4,75;;2,25
;;19;2,00;0,10;2,00;;4,75;;2,25
;;18;2,00;0,10;2,00;;4,75;;2,25
;;17;2,00;0,10;2,00;;4,75;;
;;14;2,00;0,10;2,00;;4,75;;2,25
;;13;2,00;0,10;2,00;;4,75;;2,25
;;12;2,00;0,10;2,00;;4,75;;2,25
;;11;2,00;0,10;2,00;;4,75;;2,25
;;10;2,00;;2,00;;4,75;;2,25
;;7;2,00;0,10;2,00;;4,75;;2,25
;;6;2,00;0,10;;;4,75;;2,25
;;5;2,00;0,10;2,00;;4,75;;2,25
;;4;2,00;0,10;2,00;;4,75;;2,25
;;3;2,00;;2,00;;;;2,25
;;;2,00;0,10;2,00;;4,75;;2,25
2004;Dec;31;2,00;;;;4,75;;2,25
;;30;2,00;0,10;2,00;;4,75;;2,25
;;29;2,00;0,10;2,00;;4,75;;2,25
;;28;2,00;0,10;2,00;;;;2,25
;;27;2,00;0,10;2,00;;;;2,25
;;24;2,00;0,10;;;4,75;;2,25
;;23;2,00;;2,00;;4,75;;2,25
;;22;2,00;0,10;2,00;;4,75;;2,25
;;21;2,00;0,10;2,00;;4,75;;2,25
;;20;2,00;0,10;2,00;;4,75;;2,25
;;17;2,00;0,10;2,00;;4,75;;2,25
;;16;2,00;0,10;2,00;;4,75;;2,25
;;15;2,00;0,10;2,00;;4,75;;2,25
;;14;2,00;0,10;2,00;;4,75;;2,25
;;13;2,00;0,10;2,00;;4,75;;2,00
;;10;2,00;0,10;2,00;;4,75;;2,00
;;9;2,00;0,10;2,00;;4,75;;2,00
;;8;2,00;0,10;2,00;;4,75;;2,00
;;7;2,00;0,10;2,00;;4,75;;2,00
;;6;2,00;0,10;2,00;;4,75;;2,00
;;3;2,00;0,10;2,00;;4,75;;2,00
;;2;2,00;0,10;2,00;;4,75;;2,00
;;1;2,00;0,10;2,00;;4,75;;2,00
;;;2,00;0,10;2,00;;4,75;;2,25
;Nov;30;2,00;0,10;2,00;;4,75;;2,00
;;29;2,00;0,10;2,00;;4,75;;2,00
;;26;2,00;0,10;2,00;;4,75;;2,00
;;25;2,00;0,10;2,00;;4,75;;
;;24;2,00;0,10;2,00;;4,75;;2,00
;;23;2,00;;2,00;;4,75;;2,00
;;22;2,00;0,10;2,00;;4,75;;2,00
;;19;2,00;0,10;2,00;;4,75;;2,00
;;18;2,00;0,10;2,00;;4,75;;2,00
;;17;2,00;0,10;2,00;;4,75;;2,00
;;16;2,00;0,10;2,00;;4,75;;2,00
;;15;2,00;0,10;2,00;;4,75;;2,00
;;12;2,00;0,10;2,00;;4,75;;2,00
;;11;2,00;0,10;2,00;;4,75;;2,00
;;10;2,00;0,10;2,00;;4,75;;2,00
;;9;2,00;0,10;2,00;;4,75;;1,75
;;8;2,00;0,10;2,00;;4,75;;1,75
;;5;2,00;0,10;2,00;;4,75;;1,75
;;4;2,00;0,10;2,00;;4,75;;1,75
;;3;2,00;;2,00;;4,75;;1,75
;;2;2,00;0,10;2,00;;4,75;;1,75
;;1;2,00;0,10;2,00;;4,75;;1,75
;;;2,00;0,10;2,00;;4,75;;2,00
;Oct;29;2,00;0,10;2,00;;4,75;;1,75
;;28;2,00;0,10;2,00;;4,75;;1,75
;;27;2,00;0,10;2,00;;4,75;;1,75
;;26;2,00;0,10;2,00;;4,75;;1,75
;;25;2,00;0,10;2,00;;4,75;;1,75
;;22;2,00;0,10;2,00;;4,75;;1,75
;;21;2,00;0,10;2,00;;4,75;;1,75
;;20;2,00;0,10;2,00;;4,75;;1,75
;;19;2,00;0,10;2,00;;4,75;;1,75
;;18;2,00;0,10;2,00;;4,75;;1,75
;;15;2,00;0,10;2,00;;4,75;;1,75
;;14;2,00;0,10;2,00;;4,75;;1,75
;;13;2,00;0,10;2,00;;4,75;;1,75
;;12;2,00;0,10;2,00;;4,75;;1,75
;;11;2,00;;2,00;;4,75;;1,75
;;8;2,00;0,10;2,00;;4,75;;1,75
;;7;2,00;0,10;2,00;;4,75;;1,75
;;6;2,00;0,10;2,00;;4,75;;1,75
;;5;2,00;0,10;2,00;;4,75;;1,75
;;4;2,00;0,10;2,00;;4,75;;1,75
;;1;2,00;0,10;2,00;;4,75;;1,75
;;;2,00;0,10;2,00;;4,75;;1,75
;Sep;30;2,00;0,10;2,00;;4,75;;1,75
;;29;2,00;0,10;2,00;;4,75;;1,75
;;28;2,00;0,10;2,00;;4,75;;1,75
;;27;2,00;0,10;;;4,75;;1,75
;;24;2,00;0,10;2,00;;4,75;;1,75
;;23;2,00;;2,00;;4,75;;1,75
;;22;2,00;0,10;2,00;;4,75;;1,75
;;21;2,00;0,10;2,00;;4,75;;1,75
;;20;2,00;;2,00;;4,75;;1,50
;;17;2,00;0,10;2,00;;4,75;;1,50
;;16;2,00;0,10;2,00;;4,75;;1,50
;;15;2,00;0,10;2,00;;4,75;;1,50
;;14;2,00;0,10;2,00;;4,75;;1,50
;;13;2,00;0,10;2,00;;4,75;;1,50
;;10;2,00;0,10;2,00;;4,75;;1,50
;;9;2,00;0,10;2,00;;4,75;;1,50
;;8;2,00;0,10;2,00;;4,75;;1,50
;;7;2,00;0,10;2,00;;4,75;;1,50
;;6;2,00;0,10;2,00;;4,75;;
;;3;2,00;0,10;2,00;;4,75;;1,50
;;2;2,00;0,10;2,00;;4,75;;1,50
;;1;2,00;0,10;2,00;;4,75;;1,50
;;;2,00;0,10;2,00;;4,75;;1,75
;Aug;31;2,00;0,10;2,00;;4,75;;1,50
;;30;2,00;0,10;2,00;;4,75;;1,50
;;27;2,00;0,10;2,00;;4,75;;1,50
;;26;2,00;0,10;2,00;;4,75;;1,50
;;25;2,00;0,10;2,00;;4,75;;1,50
;;24;2,00;0,10;2,00;;4,75;;1,50
;;23;2,00;0,10;2,00;;4,75;;1,50
;;20;2,00;0,10;2,00;;4,75;;1,50
;;19;2,00;0,10;2,00;;4,75;;1,50
;;18;2,00;0,10;2,00;;4,75;;1,50
;;17;2,00;0,10;2,00;;4,75;;1,50
;;16;2,00;0,10;2,00;;4,75;;1,50
;;13;2,00;0,10;2,00;;4,75;;1,50
;;12;2,00;0,10;2,00;;4,75;;1,50
;;11;2,00;0,10;2,00;;4,75;;1,50
;;10;2,00;0,10;2,00;;4,75;;1,50
;;9;2,00;0,10;2,00;;4,75;;1,25
;;6;2,00;0,10;2,00;;4,75;;1,25
;;5;2,00;0,10;2,00;;4,75;;1,25
;;4;2,00;0,10;2,00;;4,50;;1,25
;;3;2,00;0,10;2,00;;4,50;;1,25
;;2;2,00;0,10;2,00;;4,50;;1,25
;;;2,00;0,10;2,00;;4,75;;1,50
;Jul;30;2,00;0,10;2,00;;4,50;;1,25
;;29;2,00;0,10;2,00;;4,50;;1,25
;;28;2,00;0,10;2,00;;4,50;;1,25
;;27;2,00;0,10;2,00;;4,50;;1,25
;;26;2,00;0,10;2,00;;4,50;;1,25
;;23;2,00;0,10;2,00;;4,50;;1,25
;;22;2,00;0,10;2,00;;4,50;;1,25
;;21;2,00;0,10;2,00;;4,50;;1,25
;;20;2,00;0,10;2,00;;4,50;;1,25
;;19;2,00;;2,00;;4,50;;1,25
;;16;2,00;0,10;2,00;;4,50;;1,25
;;15;2,00;0,10;2,00;;4,50;;1,25
;;14;2,00;0,10;2,00;;4,50;;1,25
;;13;2,00;0,10;2,00;;4,50;;1,25
;;12;2,00;0,10;2,00;;4,50;;1,25
;;9;2,00;0,10;2,00;;4,50;;1,25
;;8;2,00;0,10;2,00;;4,50;;1,25
;;7;2,00;0,10;2,00;;4,50;;1,25
;;6;2,00;0,10;2,00;;4,50;;1,25
;;5;2,00;0,10;2,00;;4,50;;
;;2;2,00;0,10;2,00;;4,50;;1,25
;;1;2,00;0,10;2,00;;4,50;;1,25
;;;2,00;0,10;2,00;;4,50;;1,25
;Jun;30;2,00;0,10;2,00;;4,50;;1,25
;;29;2,00;0,10;2,00;;4,50;;1,00
;;28;2,00;0,10;2,00;;4,50;;1,00
;;25;2,00;0,10;2,00;;4,50;;1,00
;;24;2,00;0,10;2,00;;4,50;;1,00
;;23;2,00;0,10;2,00;;4,50;;1,00
;;22;2,00;0,10;2,00;;4,50;;1,00
;;21;2,00;0,10;2,00;;4,50;;1,00
;;18;2,00;0,10;2,00;;4,50;;1,00
;;17;2,00;0,10;2,00;;4,50;;1,00
;;16;2,00;0,10;2,00;;4,50;;1,00
;;15;2,00;0,10;2,00;;4,50;;1,00
;;14;2,00;0,10;2,00;;4,50;;1,00
;;11;2,00;0,10;2,00;;4,50;;1,00
;;10;2,00;0,10;2,00;;4,50;;1,00
;;9;2,00;0,10;2,00;;4,25;;1,00
